epoch,type,mean,std,p10,p25,p50,p75,p90,p95,p99,min,max,frac_stopped,frac_quasi,frac_low,frac_med,frac_high,frac_vhigh,spearman_deg,alpha,loss_total,loss_bpr,loss_ponder,loss_unif,val_ndcg
1,user,3.224963903427124,0.14638257026672363,3.140615701675415,3.1917457580566406,3.2365825176239014,3.2789359092712402,3.3169684410095215,3.345066547393799,3.4247190952301025,0.07318776100873947,3.935992956161499,0.0,0.0003,0.0001,0.0012,0.0129,0.9855,0.11449141236283365,1.1980849504470825,0.3056164373244558,0.693082468850272,0.0,-0.38746721680675233,
1,item,3.1337673664093018,0.2212001532316208,3.0352630615234375,3.1119940280914307,3.170384407043457,3.2162580490112305,3.2553863525390625,3.2757701873779297,3.3166441917419434,1.003123164176941,3.4399192333221436,0.0,0.0,0.0,0.0076,0.0646,0.9278,0.05099368460473575,1.1980849504470825,0.3056164373244558,0.693082468850272,0.0,-0.38746721680675233,
